text_id,text,hate,moh_text
hasoc_en_1012,"This is the man    that you think will make a great PM for fucks sake, God help us  BorisJohnsonShouldNotBePM ToryLeadershipContest",1,This is the man that you think will make a great PM for fucks sake God help us BorisJohnsonShouldNotBePM ToryLeadershipContest
hasoc_en_2541,2020 can't come fast enough.    TrumpIsATraitor,0,pakad cant come fast enough TrumpIsATraitor
hasoc_en_5800,You’re a white person who promotes the racist agenda of MAGA and you’re telling people to “stop with the race card” 🤦‍♀️  You must live in that world where all the other fartman lovers live... DENIAL LAND! fucktrump fuckwhiteamerica fuckmaga BlackLivesMatter,1,ओरे a white person who promotes the racist agenda of MAGA and यौर telling people to stop with the race card You must live in that world where all the other फरमान lovers live DENIAL LAND ट्रम्प fuckwhiteamerica fuckmaga BlackLivesMatter
hasoc_en_3160,Trump was not exonerated. Referred to Congress for further investigation. ReadTheMuellerReport TrumpIsATraitor   I like president's who don't accept foreign influence in American elections.,0,Trump was not exonerated Referred to Congress for further investigation ReadTheMuellerReport TrumpIsATraitor I like presidents who डोंट accept foreign influence in American elections
hasoc_en_5137,"Hopefully he wakes up every morning for the next 6 months to a beating, and goes to bed with another. Douchebag",1,Hopefully he wakes up every morning for the next 6 months to a beating and goes to bed with another Douchebag
hasoc_en_4773,Sheeple.    Clowns always have a crew.    FuckTrump,0,व्हीलर Clowns always have a crew FuckTrump
hasoc_en_2314,"'It's not about EU, it's about me!' BorisJohnsonShouldNotBePM",0,Its not about EU its about me BorisJohnsonShouldNotBePM
hasoc_en_5349,'Hitler had some sexy legs for a Nazi douchebag' overheard oolala PaintMeLikeOneOfYourFrenchGirls nazi douchebag,1,Hitler had some sexy legs for a Nazi डूश overheard लाला PaintMeLikeOneOfYourFrenchGirls नाजी डूश
hasoc_en_27,ShameOnICC iccworldcup2019 world cup reality,0,ShameOnICC iccworldcup2019 world cup reality
hasoc_en_1730,Fixed it for you 😏  Boris BorisJohnsonShouldNotBePM,0,Fixed it for you Boris BorisJohnsonShouldNotBePM
hasoc_en_3621,I wonder if this nitwit has ever bought a car on the never never and refused to pay for it after taking delivery claiming “it’s my money”. dickhead,0,I wonder if this nitwit has ever bought a car on the never never and refused to pay for it after taking delivery claiming its my money dickhead
hasoc_en_5151,That was a year ago and it's even worse today. fucktrump fuckallthetrumps fucktrumpsupporters,1,That was a year ago and its even worse today ट्रम्प fuckallthetrumps fucktrumpsupporters
hasoc_en_4046,This tweet coming from a criminal...irony at it's best.  Fucktrump and his vile offspring.,1,This tweet coming from a छ्रिमिनल् at its best ट्रम्प and his vile offspring
hasoc_en_3801,500 doctors have already resigned in Bengal.    NRS 100  SSKM 175  National medical college 20  RG Kar 126  North Bengal college 119  Murshidabad 50  Rampurhat 37  Burdwan 26    DoctorsFightBack SaveTheDoctors,0,500 doctors have already resigned in Bengal NRS 10 SSKM 175 National medical college 20 RG अर 26 North Bengal college 19 मुर्शिदाबाद 570 रामपुरा 37 बर्धमान 26 DoctorsFightBack SaveTheDoctors
hasoc_en_4560,A tale of two gloves.    1. Balidan socked out   Pakistan and they complained to ICC    Chugli wale aaye INDvsPAK khelne :)    DhoniKeepsTheGlove  1 match fine worth it :)    2. Another failed a bouncer test.    Kitne aadmi the Gabbar?  Ek Nile poora :(    Get well soon ShikharDhawan!,1,A tale of two gloves 1 बलिदान socked out Pakistan and they complained to ICC हुगली wale आये INDvsPAK खेलने DhoniKeepsTheGlove 1 match fine worth it 2 Another failed a bouncer test इतने आदमी the बब्बर Ek Nile पूरा Get well soon खरसावां
hasoc_en_1705,"Hey    Voted to use your power, not sit quite.  Article356   No one is tweeting about DoctorsFightBack DoctorsStrike   Can't tolerate this dumb govt for next 5 years.",0,Hey Voted to use your power not sit quite आर्टिकल No one is tweeting about DoctorsFightBack DoctorsStrike Cant tolerate this dumb govt for next 5 years
hasoc_en1_6307,"BJP Working President Shri  being felicitated by PM Shri , BJP National President Shri  and other senior leaders at BJP Parliamentary Party meeting in New Delhi.",0,BJP Working President होरी being felicitated by PM होरी BJP National President होरी and other senior leaders at BJP Parliamentary Party meeting in New Delhi
hasoc_en_784,Trump Administration to Hold Migrant Children at Base That Served as WWII Japanese Internment Camp.  trump BorderCrisis migration Immigration     Repeating history huh? Are the Jews next?   ImpeachTrump FakePresident FakePOTUS fucktrump,0,Trump Administration to Hold Migrant Children at Base That Served as WWII Japanese Internment Camp trump BorderCrisis migration Immigration Repeating history huh Are the Jews next ImpeachTrump रेसीडेन्ट FakePOTUS ट्रम्प
hasoc_en_2338,DhoniKeepsTheGlove the ICC is the new british raj dictating on the colonies what and what not to wear. BCCI looking at money aspect will bow down to its british raj masters,0,DhoniKeepsTheGlove the ICC is the new ह्यबिटिश राज्य dictating on the colonies what and what not to wear BCCI looking at money aspect will bow down to its ह्यबिटिश राज्य masters
hasoc_en_5265,Quack Quack Quack Stupidass    fucktRump,1,Quack Quack Quack तुलसीराम fucktRump
hasoc_en_3611,"Why thr is just DoctorsStrike ?  Why other professionals not joining, they cold be the next victim.    I think all the Lawyers, Architects, Engineers, CAs, CSs and others must join the doctors.    Its time to stand united  DoctorsFightBack",0,Why थ्री is just DoctorsStrike Why other professionals not joining they cold be the next victim I think all the Lawyers Architects Engineers CAs CSs and others must join the doctors Its time to stand united DoctorsFightBack
hasoc_en_930,"Agree with your latter points completely, but I don't think he likes negative attention, too much of an egotist.",1,Agree with your latter points completely but I डोंट think he likes negative attention too much of an egotist
hasoc_en_553,Today's open letter on 'intolerance' by 49 intellectuals to Modi ji has heavy representation from the so called Bengali Bhadralok.    Read my post to know more about the Bengali Bhadralok and how comical they are. And why you can only laugh at them.,0,डेज़ open letter on intolerance by 49 intellectuals to गोदी जी has heavy representation from the so called Bengali भद्रलक Read my post to know more about the Bengali भद्रलक and how comical they are And why you can only laugh at them
hasoc_en_5203,"Dufus  has discussed with Pence, Meadows and Ronna McDaniel the possibility of backing a primary challenge to Justin Amash.    Supposedly to send a warning to Republicans who consider turning on him!     What a thin skinned little bitch! 🤣  FuckTrump  ImpeachTheMF",0,उस has discussed with Pence Meadows and डोना McDaniel the possibility of backing a primary challenge to Justin मैश Supposedly to send a warning to Republicans who consider turning on him What a thin skinned little bitch FuckTrump ImpeachTheMF
hasoc_en1_3958,Each of the divorce must be pronounced with a stipulated interval of time between each pronouncement TripleTalaqTruth,0,Each of the divorce must be pronounced with a stipulated interval of time between each pronouncement TripleTalaqTruth
hasoc_en_750,Does that include selling us out with the WA with the backstop removed leaving us a vassal state or 2 more years stuck in limbo just like the 3 wasted years already,0,Does that include selling us out with the WA with the backstop removed leaving us a vassal state or 2 more years stuck in limbo just like the 3 wasted years already
hasoc_en_2288,I see the unscrupulous and opportunistic BorisJohnsonShouldNotBePM has decided to back Heathrow expansion. End of retreat from commitment to lie in front of the bulldozers. On the bright side he may now support PeoplesVote and StopBrexit in a few months.,0,I see the unscrupulous and opportunistic BorisJohnsonShouldNotBePM has decided to back हेथरा expansion End of retreat from commitment to lie in front of the bulldozers On the bright side he may now support PeoplesVote and StopBrexit in a few months
hasoc_en_3225,Exclusive: This douchebag likes our douchebag   Maybe they can get adjoining cells.  PrisonForTrump,0,Exclusive This डूश likes our डूश Maybe they can get adjoining cells PrisonForTrump
hasoc_en_4092,The dictatorial and IGNORANT nature nature of this POTUS45 trump is a discrace !  TrumpCrimeSyndicate  TrumpIsATraitor  Trump Ordered Dramatic Cuts To Expert Science Panels  via,0,The dictatorial and IGNORANT nature nature of this POTUS45 trump is a डिराक TrumpCrimeSyndicate TrumpIsATraitor Trump Ordered Dramatic Cuts To Expert Science Panels via
hasoc_en_432,"Democracy is a bitter pill. Only people who could upend peace are terrorists, you may know some.. disgusting scaremongering.    'Bluster and bravado' is a perfect description for Sinn Fein who are loyal European Unionists and champions of the EU Commonwealth.",0,Democracy is a bitter pill Only people who could upend peace are terrorists you may know some disgusting scaremongering Bluster and bravado is a perfect description for इन्न हें who are loyal European Unionists and champions of the EU Commonwealth
hasoc_en_1334,It’s 2016 All Over Again Resist ResistTrump FuckTrump,0,Its 2006 All Over Again Resist सिस्टूम FuckTrump
hasoc_en_1349,Literally just called the majority of our population losers.    SenileAF StableGenius racist rapist pervert treason Resist UnstablePresident 25thAmendmentNow,0,Literally just called the majority of our population losers सेनाइल टेबल-टेनिस racist rapist pervert treason Resist UnstablePresident 25thAmendmentNow
hasoc_en_979,"Barber's Club Black Charcoal Peel Off Mask with Honey, 60g  @ Rs.173 (mrp-599)        DoctorsFightBack SaveBengal amazon flipkart deals dealoftheday amazingdeals offers discount JaiShreeRam ModiForAll",0,Barbers Club Black Charcoal Peel Off Mask with Honey साठ_num Rs173 mrp599 DoctorsFightBack रवीना amazon फ्लिपकार्ट deals dealoftheday अमेजिंग offers discount JaiShreeRam ModiForAll
